73133.359375 35296.460938 119947.132812
91580.710938 20012.675781 141436.078125
129402.687500 13393.795898 75750.757812
108263.734375 42311.382812 128481.718750
4802.890625 162276.843750 135242.609375
154776.234375 182518.890625 159948.625000
105304.078125 58759.835938 123780.750000
34121.902344 151012.937500 47451.800781
110512.382812 77194.390625 16679.322266
155267.250000 86051.304688 168615.093750
59818.398438 81034.867188 124545.687500
50236.023438 19980.609375 152462.328125
110073.320312 59213.878906 121162.257812
149602.328125 48252.839844 150081.937500
20612.107422 107985.453125 181144.984375
134102.437500 189125.609375 105921.750000
19997.976562 167793.109375 7476.028320
59062.804688 24378.646484 1417.089355
157551.937500 34278.320312 83005.664062
113290.257812 156560.906250 154523.890625
130616.171875 33456.414062 136120.875000
71740.000000 116219.710938 176936.656250
17156.435547 110993.218750 5575.563965
139045.718750 11546.620117 120394.359375
49718.550781 140427.046875 70271.000000
185532.218750 109824.664062 17336.359375
8207.636719 77348.656250 931.552002
202784.781250 200918.875000 15859.543945
168183.328125 120950.054688 29229.429688
2047.892334 100221.890625 133991.578125
41605.699219 74985.210938 146084.109375
15568.617188 77722.117188 203687.171875
108202.937500 181850.390625 114559.093750
106688.734375 201943.046875 108456.617188
111054.343750 61672.390625 189942.109375
153895.656250 132425.171875 18199.626953
81684.421875 24865.814453 120613.226562
79146.273438 103062.937500 91738.085938
164899.859375 94276.421875 170869.171875
92906.265625 26040.533203 155873.421875
57077.804688 171263.875000 193506.531250
19789.474609 157690.906250 158673.859375
51560.085938 148930.031250 175750.437500
194662.765625 90150.398438 79991.210938
156083.484375 56451.101562 47675.828125
13703.929688 119861.656250 131609.109375
111047.492188 71967.914062 195879.484375
189167.843750 154298.093750 117007.921875
88294.062500 156518.640625 188107.078125
4659.331543 8843.083984 120790.867188
200388.453125 104436.750000 133881.796875
127464.031250 57778.222656 198421.421875
57727.226562 158192.343750 55111.078125
172535.421875 190834.906250 145328.625000
48621.640625 39367.515625 56458.687500
87230.976562 69661.007812 190195.718750
56712.714844 154253.734375 161590.687500
182805.703125 95421.382812 23162.464844
924.536377 71888.843750 179502.062500
180655.421875 98636.273438 155330.843750
93842.539062 186979.406250 152922.406250
73149.375000 103506.789062 85411.117188
153988.468750 203060.375000 46938.929688
150455.781250 137312.921875 175599.234375
200235.093750 6623.412598 204406.984375
11978.275391 8485.685547 110001.671875
76542.671875 162824.078125 138773.890625
132377.281250 73169.000000 147504.921875
118501.750000 148368.843750 133627.734375
67763.460938 14314.139648 20040.111328
16868.511719 96459.015625 134520.484375
174090.156250 198625.781250 136847.312500
159965.171875 180450.859375 69124.171875
176653.734375 167250.625000 124379.101562
158812.484375 66507.757812 59188.191406
78688.648438 107070.906250 66845.414062
16507.843750 74841.195312 149850.968750
203859.500000 38112.250000 41408.796875
110986.523438 23856.089844 44175.929688
44606.785156 203920.734375 115809.218750
165998.640625 42376.023438 135310.234375
