5.107140541076660156e+00 2.589012622833251953e+00 -4.084528982639312744e-01
6.454557418823242188e+00 4.292539119720458984e+00 -7.216915488243103027e-01
4.088986396789550781e+00 3.197121858596801758e+00 1.366705775260925293e+00
9.458697319030761719e+00 4.273307800292968750e+00 -1.878537654876708984e+00
4.175678253173828125e+00 3.375423908233642578e+00 7.907564640045166016e-01
3.171470403671264648e+00 1.428240776062011719e+00 9.527239203453063965e-01
4.887236118316650391e+00 3.043490171432495117e+00 2.028375387191772461e+00
6.635808944702148438e+00 6.008600711822509766e+00 -4.189526736736297607e-01
4.375791072845458984e+00 2.473094940185546875e+00 -6.704217195510864258e-02
6.725776672363281250e+00 4.965399265289306641e+00 2.734050154685974121e-01
5.592158317565917969e+00 3.207058429718017578e+00 9.810721278190612793e-01
8.351670265197753906e+00 5.938326835632324219e+00 1.947015523910522461e+00
4.616710186004638672e+00 2.483534812927246094e+00 1.607061862945556641e+00
1.481660175323486328e+01 1.252996063232421875e+01 -3.830681085586547852e+00
3.660481214523315430e+00 1.923109769821166992e+00 -9.632788896560668945e-01
2.848455429077148438e+00 2.128274202346801758e+00 6.285501122474670410e-01
8.686121940612792969e+00 6.317743778228759766e+00 2.027202993631362915e-01
5.076545238494873047e+00 1.676839113235473633e+00 8.540556430816650391e-01
6.764343738555908203e+00 2.891366481781005859e+00 -4.500270783901214600e-01
2.919822454452514648e+00 2.266155719757080078e+00 1.320600867271423340e+00
4.568192958831787109e+00 3.169524431228637695e+00 -1.428734779357910156e+00
4.678305149078369141e+00 1.795256018638610840e+00 -7.774502784013748169e-02
4.631958484649658203e+00 3.582962274551391602e+00 1.503783822059631348e+00
6.172156333923339844e+00 5.381301879882812500e+00 2.085389852523803711e+00
4.068650245666503906e+00 2.294240474700927734e+00 1.332042813301086426e+00
5.886360168457031250e+00 1.888311982154846191e+00 -2.073602676391601562e-01
5.199875831604003906e+00 3.181023836135864258e+00 9.704462289810180664e-01
3.530879735946655273e+00 1.528005957603454590e+00 -6.967281699180603027e-01
4.369183540344238281e+00 2.915759563446044922e+00 -2.999531328678131104e-01
4.628335475921630859e+00 2.751087903976440430e+00 -2.600774168968200684e-01
1.452927207946777344e+01 9.779566764831542969e+00 -5.457416057586669922e+00
3.474406242370605469e+00 1.511200666427612305e+00 -5.335291028022766113e-01
3.264709711074829102e+00 1.004761219024658203e+00 7.784245610237121582e-01
3.096336126327514648e+00 1.834948897361755371e+00 -4.014499485492706299e-01
1.102021121978759766e+01 6.537690639495849609e+00 -1.706992506980895996e+00
5.182981014251708984e+00 2.504930973052978516e+00 2.166455686092376709e-01
8.914629936218261719e+00 1.710766911506652832e+00 9.821904823184013367e-03
3.635609149932861328e+00 2.078865528106689453e+00 5.468174219131469727e-01
3.881268978118896484e+00 6.870659589767456055e-01 5.741803050041198730e-01
3.551518678665161133e+00 2.411434888839721680e+00 9.231354296207427979e-02
2.812137365341186523e+00 1.886000514030456543e+00 1.330807924270629883e+00
4.607068538665771484e+00 3.962034225463867188e+00 2.818332195281982422e+00
4.181518554687500000e+00 3.555115222930908203e+00 1.580670714378356934e+00
